222.95,24.50,84.93,0.39,777.26,1.96,0.73,0.11,24.11,47.17,-10.00,0.22,57.092201,135.459015
15.68,18.90,36.12,0.15,37.36,1.62,0.59,0.13,12.85,21.90,9.00,0.14,68.942841,13.382121
4.90,6.30,13.37,0.34,9.19,1.75,0.44,0.44,4.62,7.77,6.00,0.37,82.808136,8.543598
3.43,12.60,8.67,0.57,84.52,1.65,0.36,0.36,10.51,21.45,4.00,0.29,81.940125,9.438435
4.90,4.20,10.71,0.54,13.47,1.50,0.57,0.51,2.15,4.23,1.00,0.65,83.351181,9.261789
3.43,3.50,8.29,0.63,10.41,1.34,0.67,0.56,2.97,5.82,3.00,0.52,86.035080,8.776695
17.15,11.90,27.35,0.29,25.11,1.90,0.35,0.32,5.65,9.77,2.00,0.29,74.133606,13.303922
2.45,3.50,7.35,0.57,9.80,1.32,0.33,0.33,1.41,3.17,1.00,0.67,104.729187,19.008356
2.94,2.80,6.96,0.76,8.57,1.43,0.57,0.51,3.20,5.53,3.00,0.46,89.823471,9.394883
8.33,7.00,18.45,0.31,22.66,1.54,0.60,0.54,4.88,9.53,3.00,0.37,71.346138,3.550198
9.31,4.20,11.49,0.89,23.89,1.47,0.67,0.56,1.68,4.65,1.00,1.01,85.504082,17.455313
7.35,4.20,12.98,0.55,26.95,1.31,0.80,0.54,3.25,7.02,1.00,0.39,78.532005,7.088851
4.90,7.70,12.36,0.40,29.40,1.30,0.93,0.36,11.12,20.17,14.00,0.22,81.358345,8.353344
2.45,3.50,6.02,0.85,8.57,1.23,0.86,0.77,3.83,6.65,5.00,0.40,88.265015,12.938779
3.92,4.90,8.45,0.69,15.31,1.61,0.50,0.50,7.41,11.98,7.00,0.25,85.648926,6.870955
31.36,15.40,36.19,0.30,68.60,2.07,0.45,0.24,4.68,11.53,2.00,0.31,63.730980,18.741966
6.37,3.50,10.94,0.67,14.09,1.21,0.80,0.71,1.73,3.95,1.00,0.91,88.291107,19.036457
6.37,4.90,13.37,0.45,14.70,1.54,0.36,0.36,3.90,6.92,1.00,0.31,89.687904,10.504453
6.86,5.60,14.14,0.43,11.64,1.36,0.62,0.62,3.10,5.43,1.00,0.43,78.183922,6.612247
8.82,4.90,11.88,0.79,14.09,1.78,0.50,0.45,2.66,5.20,2.00,0.65,82.785179,11.687133
3.92,3.50,8.12,0.75,33.07,1.37,0.22,0.22,6.43,11.43,1.00,0.28,108.605019,19.154364
29.40,23.80,34.08,0.32,171.50,1.54,0.79,0.21,9.45,23.28,0.00,0.21,53.004715,16.124521
6.37,3.50,9.45,0.90,14.70,1.31,0.86,0.77,2.90,5.02,1.00,0.61,82.299660,12.984457
19.60,11.90,29.00,0.29,93.10,1.64,0.76,0.29,10.91,23.70,4.00,0.16,57.184513,3.612483
4.90,3.50,9.61,0.67,9.80,1.36,0.83,0.83,3.42,5.95,3.00,0.48,79.728012,10.037321
0.49,0.70,1.88,1.75,21.44,1.81,0.36,0.26,4.67,8.17,2.00,0.43,123.138359,34.219990
4.90,3.50,8.67,0.82,11.02,1.60,0.50,0.50,1.52,3.35,1.00,0.73,89.333336,13.541990
39.69,12.60,33.14,0.45,317.89,1.33,0.90,0.84,11.88,40.20,5.00,0.32,36.147301,8.016291
15.19,9.10,27.45,0.25,52.06,1.31,0.92,0.41,6.53,10.73,1.00,0.44,63.315334,6.050714
8.33,4.90,12.98,0.62,37.36,1.41,0.71,0.71,6.13,12.78,3.00,0.27,73.848450,4.812323
39.69,24.50,50.88,0.19,143.33,1.69,0.27,0.19,12.28,29.02,5.00,0.16,66.590111,30.912477
24.50,11.20,26.80,0.43,45.94,1.72,0.31,0.22,4.86,9.23,1.00,0.43,73.454910,12.065263
19.11,8.40,20.00,0.60,123.72,1.66,0.65,0.62,5.31,15.18,2.00,0.44,56.797047,2.218258
7.35,5.60,15.24,0.40,17.15,1.25,0.88,0.88,6.20,10.83,6.00,0.46,74.329903,9.529275
5.39,3.50,8.67,0.90,17.76,1.47,0.50,0.42,2.01,4.37,1.00,0.80,93.127586,15.455364
0.98,2.10,3.37,1.09,12.25,1.31,0.62,0.45,4.07,7.02,3.00,0.37,99.555107,14.008456
118.09,16.80,61.11,0.40,1258.69,1.63,0.96,0.91,7.59,40.45,-4.00,0.44,1.002025,54.169376
9.80,4.90,14.86,0.56,51.45,1.45,0.75,0.56,2.50,7.48,1.00,0.73,72.986671,7.963910
9.80,4.90,13.21,0.71,31.85,1.52,0.50,0.30,2.79,6.60,1.00,0.48,84.011566,8.451122
3.92,2.10,6.80,1.07,11.64,1.28,0.86,0.77,4.13,7.25,4.00,0.44,89.115334,14.373549
14.70,8.40,15.63,0.76,83.30,1.48,0.94,0.78,11.71,21.93,1.00,0.32,59.721672,4.929871
3.92,4.90,11.91,0.35,9.19,1.14,1.00,0.77,5.37,8.88,8.00,0.32,84.689293,14.408221
25.48,9.10,29.48,0.37,106.57,1.68,0.87,0.83,6.46,18.17,5.00,0.45,45.897541,4.075714
11.76,6.30,13.21,0.85,33.69,1.90,0.46,0.27,4.48,8.87,2.00,0.51,83.296082,13.017081
7.84,4.20,11.10,0.80,20.83,1.45,0.86,0.77,2.75,6.60,3.00,0.55,75.110466,8.805066
14.21,4.90,13.59,0.97,22.66,1.44,0.75,0.45,4.24,7.90,4.00,0.63,76.619392,7.852928
30.38,11.20,34.86,0.31,77.79,1.36,0.94,0.40,6.58,17.28,5.00,0.24,52.657043,5.412248
11.76,5.60,16.02,0.58,17.15,1.41,0.88,0.45,3.19,5.67,1.00,0.58,72.254684,6.583287
7.35,7.70,16.41,0.34,9.80,1.69,0.27,0.16,3.87,6.22,2.00,0.31,93.599670,15.187059
8.33,4.90,13.37,0.59,24.50,1.22,0.75,0.75,3.14,7.30,3.00,0.45,78.885353,9.303527
5.88,5.60,12.43,0.48,18.38,1.47,0.64,0.49,4.19,7.48,1.00,0.34,78.127846,4.872874
